"","name","platform","year_of_release","genre","global_sales","critic_score","critic_count","user_score","user_count","rating"
"7247","Lords of the Fallen","Xbox",2014,"Role-Playing",220000,71,13,67,166,"17+"
"7250","Growlanser: Heritage of War","Playstation",2006,"Role-Playing",220000,60,7,79,9,"13+"
"7251","Ben 10 Alien Force: Vilgax Attacks","Xbox",2009,"Action",220000,61,9,83,4,"10+"
"7253","Rugby 2004","Playstation",2003,"Sports",220000,61,13,68,65,"Everyone"
"7261","Tropico 3","Xbox",2009,"Strategy",220000,75,33,66,22,"13+"
"7264","Naruto Shippuden: Ultimate Ninja Storm Revolution","Xbox",2014,"Fighting",220000,62,11,73,44,"13+"
"7276","Hunted: The Demon's Forge","Xbox",2011,"Action",220000,61,59,60,116,"17+"
"7284","Full Auto","Xbox",2006,"Shooter",220000,70,63,78,36,"13+"
"7286","Herdy Gerdy","Playstation",2002,"Adventure",220000,69,24,50,12,"Everyone"
"7288","Afrika","Playstation",2008,"Adventure",220000,63,12,62,34,"10+"
"7295","Over G Fighters","Xbox",2006,"Simulation",210000,49,36,60,49,"13+"
"7298","Angry Birds Star Wars","Playstation",2013,"Strategy",210000,47,5,20,87,"Everyone"
"7303","The Dukes of Hazzard: Return of the General Lee","Playstation",2004,"Racing",210000,52,17,68,8,"Everyone"
"7307","Crash 'N' Burn","Playstation",2004,"Racing",210000,63,17,80,7,"13+"
"7316","Disaster Report","Playstation",2002,"Action",210000,66,28,80,7,"13+"
"7318","Armored Core V","Xbox",2012,"Simulation",210000,68,37,72,37,"13+"
"7320","College Hoops 2K7","Xbox",2006,"Sports",210000,82,22,82,12,"Everyone"
"7328","The Bard's Tale","Playstation",2004,"Role-Playing",210000,76,44,86,14,"13+"
"7337","Conflict Zone","Playstation",2002,"Strategy",210000,47,7,74,8,"13+"
"7340","The Bureau: XCOM Declassified","Xbox",2013,"Shooter",210000,68,30,67,118,"17+"
"7342","BloodRayne","Xbox",2002,"Shooter",210000,76,20,75,6,"17+"
"7346","NHL 2K6","Xbox",2005,"Sports",210000,83,32,75,26,"10+"
"7347","Hannah Montana: The Movie","Xbox",2009,"Adventure",210000,25,4,38,48,"Everyone"
"7348","Tenchu: Return From Darkness","Xbox",2004,"Action",210000,70,55,70,6,"17+"
"7349","World Poker Tour","Playstation",2005,"Misc",210000,60,17,86,5,"13+"
"7350","Neo Contra","Playstation",2004,"Shooter",210000,65,37,71,8,"17+"
"7360","Viewtiful Joe 2","Playstation",2004,"Action",210000,85,29,77,17,"13+"
"7361","The BIGS 2","Xbox",2009,"Sports",210000,76,31,62,35,"10+"
"7363","Pac-Man World 3","Playstation",2005,"Platform",210000,63,22,52,13,"Everyone"
"7364","50 Cent: Blood on the Sand","Xbox",2009,"Shooter",210000,71,54,64,64,"17+"
"7366","Journey","Playstation",2012,"Adventure",210000,92,78,88,1381,"Everyone"
"7368","SBK X: Superbike World Championship","Playstation",2010,"Racing",210000,73,4,75,4,"10+"
"7378","Bass Pro Shops: The Strike","Xbox",2009,"Sports",210000,63,4,58,5,"Everyone"
"7379","Darkwatch","Xbox",2005,"Shooter",210000,75,43,81,21,"17+"
"7380","Disgaea D2: A Brighter Darkness","Playstation",2013,"Role-Playing",210000,74,37,81,61,"13+"
"7382","Maximo vs Army of Zin","Playstation",2003,"Platform",210000,83,46,78,13,"13+"
"7387","Summoner 2","Playstation",2002,"Role-Playing",210000,76,20,83,22,"13+"
"7395","Cabela's Deer Hunt: 2004 Season","Xbox",2003,"Sports",210000,65,5,84,16,"13+"
"7409","The Wolf Among Us","Playstation",2014,"Adventure",210000,83,6,84,259,"17+"
"7414","SBK Superbike World Championship","Xbox",2008,"Racing",210000,63,17,80,6,"10+"
"7423","Baja: Edge of Control","Playstation",2008,"Racing",210000,61,21,50,11,"Everyone"
"7424","G.I. Joe: The Rise of Cobra","Playstation",2009,"Action",210000,43,32,48,13,"13+"
"7429","Rayman Raving Rabbids","Xbox",2007,"Misc",210000,67,16,73,19,"Everyone"
"7430","Deus Ex: The Conspiracy","Playstation",2002,"Action",210000,81,25,89,49,"17+"
"7431","Unreal II: The Awakening","Xbox",2004,"Shooter",210000,64,27,53,20,"17+"
"7433","Spider-Man: Web of Shadows","Playstation",2008,"Action",210000,69,4,41,16,"10+"
"7434","Vampire Rain","Xbox",2007,"Action",210000,38,45,29,44,"17+"
"7435","Batman Begins","Xbox",2005,"Action",210000,65,56,71,21,"13+"
"7436","NBA Live 15","Xbox",2014,"Sports",210000,53,9,68,53,"Everyone"
"7441","JSRF: Jet Set Radio Future","Xbox",2002,"Action",210000,88,36,82,102,"13+"
"7443","Way of the Samurai 3","Xbox",2009,"Action",210000,55,22,68,16,"17+"
"7446","Hitman: HD Trilogy","Playstation",2013,"Action",210000,71,20,76,46,"17+"
"7449","de Blob 2","Playstation",2011,"Platform",210000,74,50,71,34,"10+"
"7454","Project: Snowblind","Playstation",2005,"Action",210000,78,54,83,23,"13+"
"7455","Prison Break: The Conspiracy","Xbox",2010,"Action",210000,40,37,47,19,"13+"
"7463","NCAA March Madness 07","Xbox",2007,"Sports",210000,67,33,71,15,"Everyone"
"7464","StokEd","Xbox",2009,"Sports",210000,68,34,86,19,"13+"
"7466","Evil Dead: Regeneration","Playstation",2005,"Action",210000,68,26,85,8,"17+"
"7469","NHL 2003","Xbox",2002,"Sports",210000,80,12,79,12,"Everyone"
"7472","NHL 2K3","Playstation",2002,"Sports",210000,89,25,78,17,"Everyone"
"7476","You Don't Know Jack","Xbox",2011,"Misc",210000,82,23,79,29,"13+"
"7481","Tony Hawk's Pro Skater 5","Playstation",2015,"Sports",210000,32,43,15,427,"13+"
"7483","Gallop Racer 2003: A New Breed","Playstation",2002,"Sports",210000,68,16,85,15,"Everyone"
"7490","Dead to Rights: Retribution","Xbox",2010,"Shooter",210000,61,64,70,34,"17+"
"7495","X2: Wolverine's Revenge","Xbox",2003,"Platform",210000,58,27,64,9,"13+"
"7499","Lost Planet 3","Playstation",2013,"Shooter",210000,61,30,55,102,"13+"
"7506","Capcom Fighting Evolution","Playstation",2004,"Fighting",200000,57,33,48,5,"13+"
"7507","Assassin's Creed The Ezio Collection","Playstation",2016,"Action",200000,72,32,74,49,"17+"
"7513","Anarchy Reigns","Playstation",2012,"Action",200000,71,35,82,106,"17+"
"7514","Mobile Suit Gundam: Crossfire","Playstation",2006,"Simulation",200000,33,31,51,47,"13+"
"7518","Suikoden Tactics","Playstation",2005,"Strategy",200000,68,31,86,17,"13+"
"7519","NCAA March Madness 06","Xbox",2005,"Sports",200000,76,21,72,5,"Everyone"
"7520","Sniper: Ghost Warrior 2","Xbox",2013,"Shooter",200000,52,33,57,110,"17+"
"7523","Crazy Taxi 3: High Roller","Xbox",2002,"Racing",200000,69,33,85,13,"13+"
"7524","Midnight Club 3: DUB Edition Remix","Xbox",2006,"Racing",200000,87,16,53,18,"10+"
"7533","The King of Fighters Collection: The Orochi Saga","Playstation",2006,"Fighting",200000,67,14,85,4,"13+"
"7543","MLB SlugFest 20-03","Xbox",2002,"Sports",200000,79,9,78,5,"Everyone"
"7546","Pitfall: The Lost Expedition","Playstation",2004,"Platform",200000,70,34,89,12,"Everyone"
"7551","Enchanted Arms","Playstation",2007,"Role-Playing",200000,64,23,59,40,"13+"
"7554","The Witch and the Hundred Knight","Playstation",2013,"Role-Playing",200000,53,44,75,80,"13+"
"7565","NBA 2K2","Xbox",2002,"Sports",200000,90,17,76,5,"Everyone"
"7567","Major League Baseball 2K11","Playstation",2011,"Sports",200000,72,13,63,9,"Everyone"
"7573","Dark Messiah of Might and Magic Elements","Xbox",2008,"Role-Playing",200000,52,27,70,48,"17+"
"7575","Dead to Rights II","Playstation",2005,"Shooter",200000,51,32,53,7,"17+"
"7581","NBA Live 14","Xbox",2013,"Sports",200000,36,14,31,88,"Everyone"
"7582","Kung Fu Rider","Playstation",2010,"Action",200000,36,45,37,21,"10+"
"7584","DarkStar One: Broken Alliance","Xbox",2010,"Simulation",200000,63,33,72,19,"13+"
"7585","Dragon Ball: Xenoverse 2","Xbox",2016,"Action",200000,73,8,73,29,"13+"
"7587","Odin Sphere: Leifthrasir","Playstation",2016,"Role-Playing",200000,87,49,82,178,"13+"
"7591","Body and Brain Connection","Xbox",2010,"Misc",200000,57,33,48,4,"Everyone"
"7597","MVP Baseball 2003","Xbox",2003,"Sports",200000,82,18,90,9,"Everyone"
"7598","Monster Jam","Xbox",2007,"Racing",200000,43,9,64,5,"Everyone"
"7601","The Chronicles of Narnia: The Lion, The Witch and The Wardrobe","Xbox",2005,"Action",200000,72,31,60,6,"13+"
"7615","IHRA Drag Racing 2004","Xbox",2003,"Racing",200000,40,5,74,7,"Everyone"
"7617","The Legend of Heroes: Trails of Cold Steel","Playstation",2013,"Role-Playing",200000,86,12,77,128,"13+"
"7618","Clive Barker's Jericho","Playstation",2007,"Shooter",200000,60,34,71,52,"17+"
"7628","Front Mission Evolved","Xbox",2010,"Shooter",200000,58,52,61,24,"13+"
"7633","From Russia With Love","Xbox",2005,"Action",200000,71,34,88,12,"13+"
"7637","Apache: Air Assault","Playstation",2010,"Simulation",200000,66,17,61,12,"13+"
"7646","Ridge Racer 6","Xbox",2005,"Racing",200000,74,65,71,28,"Everyone"
"7651","Teenage Mutant Ninja Turtles 3: Mutant Nightmare","Playstation",2005,"Action",200000,53,20,70,10,"10+"
"7652","Zone of the Enders HD Collection","Xbox",2012,"Simulation",200000,75,21,88,20,"17+"
"7653","Record of Agarest War","Xbox",2008,"Role-Playing",200000,71,7,70,35,"13+"
"7654","Gladius","Playstation",2003,"Strategy",200000,78,27,80,22,"13+"
"7655","Earth Defense Force: Insect Armageddon","Playstation",2011,"Shooter",200000,63,28,70,24,"13+"
"7660","Taiko Drum Master","Playstation",2004,"Misc",200000,77,35,81,8,"Everyone"
"7665","Forgotten Realms: Demon Stone","Playstation",2004,"Action",200000,71,40,68,18,"13+"
"7667","Soldier of Fortune: Payback","Xbox",2007,"Shooter",200000,50,35,56,20,"17+"
"7668","Afro Samurai","Playstation",2009,"Action",200000,65,52,61,27,"17+"
"7676","Playboy: The Mansion","Playstation",2005,"Simulation",200000,59,33,75,18,"17+"
"7680","Baja: Edge of Control","Xbox",2008,"Racing",200000,65,35,71,18,"Everyone"
"7687","The Thing","Xbox",2002,"Adventure",200000,78,21,66,14,"17+"
"7690","Untold Legends: Dark Kingdom","Playstation",2006,"Role-Playing",200000,58,40,72,36,"13+"
"7693","Plants vs. Zombies","Playstation",2011,"Strategy",200000,85,8,79,60,"10+"
"7694","Baldur's Gate: Dark Alliance","Xbox",2002,"Role-Playing",200000,83,25,83,26,"13+"
"7699","Warriors Orochi","Xbox",2007,"Action",200000,53,27,74,13,"13+"
"7700","Predator: Concrete Jungle","Playstation",2005,"Action",200000,47,14,88,76,"17+"
"7702","Arcana Heart 3","Playstation",2011,"Fighting",200000,73,10,75,27,"13+"
"7704","Big Mutha Truckers 2","Playstation",2005,"Racing",200000,51,26,21,9,"17+"
"7705","Armored Core 4","Playstation",2006,"Simulation",200000,65,36,68,25,"13+"
"7709","Mana Khemia 2: Fall of Alchemy","Playstation",2008,"Role-Playing",200000,70,12,82,17,"13+"
"7710","The Great Escape","Playstation",2003,"Action",200000,57,19,80,21,"13+"
"7712","Castlevania: Lords of Shadow 2","Playstation",2014,"Action",200000,63,55,78,528,"17+"
"7715","Big Mutha Truckers","Xbox",2002,"Racing",190000,59,12,43,9,"13+"
"7716","Way of the Samurai 4","Playstation",2011,"Action",190000,58,25,65,15,"17+"
"7719","The King of Fighters XI","Playstation",2006,"Fighting",190000,75,30,85,15,"13+"
"7724","Major League Baseball 2K12","Playstation",2012,"Sports",190000,68,8,44,5,"Everyone"
"7727","Sniper Elite","Playstation",2005,"Shooter",190000,76,21,89,36,"17+"
"7738","UFC Personal Trainer: The Ultimate Fitness System","Playstation",2011,"Sports",190000,65,8,24,5,"Everyone"
"7740","Conan","Xbox",2007,"Action",190000,69,49,73,67,"17+"
"7747","No More Heroes: Heroes' Paradise","Playstation",2010,"Action",190000,72,38,73,38,"17+"
"7751","Captain America: Super Soldier","Playstation",2011,"Action",190000,61,34,73,40,"13+"
"7753","Manhunt","Xbox",2004,"Action",190000,74,37,79,19,"17+"
"7754","NCAA Final Four 2003","Playstation",2002,"Sports",190000,57,16,60,4,"Everyone"
"7755","Dynasty Warriors: Gundam 2","Xbox",2008,"Action",190000,49,30,70,18,"13+"
"7757","Bound By Flame","Playstation",2014,"Role-Playing",190000,53,40,59,230,"17+"
